algo,grid,seed,episode,global_step,episode_return,episode_length,success,epsilon,mean_loss
DQN,deceptive_grid,0,1,200,-320.0,200,0,0.9977,
DQN,deceptive_grid,0,2,400,-240.0,200,0,0.9955,
DQN,deceptive_grid,0,3,600,-280.0,200,0,0.9932,
DQN,deceptive_grid,0,4,800,-216.0,200,0,0.991,
DQN,deceptive_grid,0,5,1000,-248.0,200,0,0.9887,3.471288
DQN,deceptive_grid,0,6,1185,-138.0,185,1,0.9866,1.848642
DQN,deceptive_grid,0,7,1385,-224.0,200,0,0.9843,1.096601
DQN,deceptive_grid,0,8,1585,-232.0,200,0,0.9821,0.999833
DQN,deceptive_grid,0,9,1785,-248.0,200,0,0.9798,0.727569
DQN,deceptive_grid,0,10,1901,-105.0,116,1,0.9785,0.752595
DQN,deceptive_grid,0,11,2101,-400.0,200,0,0.9762,0.961354
DQN,deceptive_grid,0,12,2139,-35.0,38,1,0.9758,0.87622
DQN,deceptive_grid,0,13,2339,-256.0,200,0,0.9735,0.843766
DQN,deceptive_grid,0,14,2539,-344.0,200,0,0.9713,0.894297
DQN,deceptive_grid,0,15,2590,-52.0,51,1,0.9707,0.822161
DQN,deceptive_grid,0,16,2670,-61.0,80,1,0.9698,0.773801
DQN,deceptive_grid,0,17,2870,-248.0,200,0,0.9675,0.764959
DQN,deceptive_grid,0,18,3070,-256.0,200,0,0.9653,0.843522
DQN,deceptive_grid,0,19,3270,-216.0,200,0,0.963,0.771854
DQN,deceptive_grid,0,20,3371,-126.0,101,1,0.9619,0.751343
DQN,deceptive_grid,0,21,3571,-192.0,200,0,0.9596,0.825115
DQN,deceptive_grid,0,22,3771,-304.0,200,0,0.9574,0.771075
DQN,deceptive_grid,0,23,3971,-280.0,200,0,0.9551,0.75512
DQN,deceptive_grid,0,24,4171,-208.0,200,0,0.9528,0.888557
DQN,deceptive_grid,0,25,4371,-368.0,200,0,0.9506,0.817529
DQN,deceptive_grid,0,26,4373,17.0,2,1,0.9505,0.688724
DQN,deceptive_grid,0,27,4573,-208.0,200,0,0.9483,0.879709
DQN,deceptive_grid,0,28,4773,-200.0,200,0,0.946,0.845181
DQN,deceptive_grid,0,29,4973,-304.0,200,0,0.9438,0.816528
DQN,deceptive_grid,0,30,5173,-248.0,200,0,0.9415,0.905987
DQN,deceptive_grid,0,31,5235,-67.0,62,1,0.9408,0.788126
DQN,deceptive_grid,0,32,5435,-232.0,200,0,0.9385,0.820741
DQN,deceptive_grid,0,33,5635,-192.0,200,0,0.9363,0.911158
DQN,deceptive_grid,0,34,5702,-84.0,67,1,0.9355,0.903372
DQN,deceptive_grid,0,35,5902,-296.0,200,0,0.9333,0.821644
DQN,deceptive_grid,0,36,6102,-200.0,200,0,0.931,0.849184
DQN,deceptive_grid,0,37,6302,-224.0,200,0,0.9287,0.813854
DQN,deceptive_grid,0,38,6502,-248.0,200,0,0.9265,0.785434
DQN,deceptive_grid,0,39,6598,-53.0,96,1,0.9254,0.879436
DQN,deceptive_grid,0,40,6798,-288.0,200,0,0.9231,0.808586
DQN,deceptive_grid,0,41,6907,-78.0,109,1,0.9219,0.74452
DQN,deceptive_grid,0,42,7107,-264.0,200,0,0.9196,0.791993
DQN,deceptive_grid,0,43,7307,-176.0,200,0,0.9174,0.746372
DQN,deceptive_grid,0,44,7507,-192.0,200,0,0.9151,0.724301
DQN,deceptive_grid,0,45,7707,-152.0,200,0,0.9128,0.727462
DQN,deceptive_grid,0,46,7803,-61.0,96,1,0.9118,0.721492
DQN,deceptive_grid,0,47,8000,-206.0,197,1,0.9095,0.711889
DQN,deceptive_grid,0,48,8200,-304.0,200,0,0.9073,0.743194
DQN,deceptive_grid,0,49,8315,-68.0,115,1,0.906,0.687857
DQN,deceptive_grid,0,50,8515,-272.0,200,0,0.9037,0.711077
DQN,deceptive_grid,0,51,8715,-264.0,200,0,0.9014,0.748196
DQN,deceptive_grid,0,52,8915,-296.0,200,0,0.8992,0.710968
DQN,deceptive_grid,0,53,9115,-272.0,200,0,0.8969,0.747226
DQN,deceptive_grid,0,54,9242,-104.0,127,1,0.8955,0.732572
DQN,deceptive_grid,0,55,9284,-47.0,42,1,0.895,0.775863
DQN,deceptive_grid,0,56,9334,-39.0,50,1,0.8944,0.75699
DQN,deceptive_grid,0,57,9534,-200.0,200,0,0.8922,0.750304
DQN,deceptive_grid,0,58,9647,-114.0,113,1,0.8909,0.775862
DQN,deceptive_grid,0,59,9716,-30.0,69,1,0.8901,0.75214
DQN,deceptive_grid,0,60,9916,-352.0,200,0,0.8879,0.702036
DQN,deceptive_grid,0,61,9953,-6.0,37,1,0.8874,0.677049
DQN,deceptive_grid,0,62,10058,-98.0,105,1,0.8862,0.731894
DQN,deceptive_grid,0,63,10258,-256.0,200,0,0.884,0.66886
DQN,deceptive_grid,0,64,10458,-272.0,200,0,0.8817,0.638013
DQN,deceptive_grid,0,65,10649,-208.0,191,1,0.8796,0.681979
DQN,deceptive_grid,0,66,10849,-184.0,200,0,0.8773,0.62106
DQN,deceptive_grid,0,67,10894,10.0,45,1,0.8768,0.630795
DQN,deceptive_grid,0,68,11094,-304.0,200,0,0.8745,0.625039
DQN,deceptive_grid,0,69,11139,-46.0,45,1,0.874,0.60972
DQN,deceptive_grid,0,70,11339,-264.0,200,0,0.8718,0.582721
DQN,deceptive_grid,0,71,11423,-49.0,84,1,0.8708,0.57327
DQN,deceptive_grid,0,72,11623,-256.0,200,0,0.8685,0.606038
DQN,deceptive_grid,0,73,11684,-14.0,61,1,0.8679,0.589649
DQN,deceptive_grid,0,74,11884,-216.0,200,0,0.8656,0.60074
DQN,deceptive_grid,0,75,11897,18.0,13,1,0.8655,0.654184
DQN,deceptive_grid,0,76,12097,-256.0,200,0,0.8632,0.649812
DQN,deceptive_grid,0,77,12234,-98.0,137,1,0.8616,0.632392
